ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10605,17,7,15,5,20,10,16,14,18,4
10606,0,0,0,0,0,0,0,0,0,0
10607,5,5,5,5,5,5,5,5,5,5
10608,0,0,0,0,0,0,0,0,0,0
10609,8,8,8,8,8,8,8,8,8,8
10610,0,0,0,0,12,0,0,0,13,0
10611,0,34,0,0,0,0,0,0,0,0
10612,0,0,0,16,17,0,27,0,0,0
10613,0,0,0,0,0,0,0,0,0,0
10614,7,7,7,7,7,7,7,7,7,7
10615,0,0,0,0,0,0,0,0,0,0
10616,0,0,0,4,0,0,0,0,18,0
10617,0,0,0,0,0,0,0,8,0,13
10618,22,22,22,22,22,22,22,22,22,22
10619,0,0,0,0,0,0,0,0,0,0
10620,0,0,0,0,0,0,0,0,0,0
10621,0,0,0,0,0,0,0,0,0,0
10622,0,0,14,0,0,0,0,14,0,0
10623,37,37,37,37,37,37,37,37,37,37
10625,0,14,0,14,0,26,23,20,5,14
10626,15,15,15,15,15,15,15,15,15,15
10627,0,0,0,0,0,0,0,0,0,0
10628,5,5,5,5,5,5,5,5,5,5
10629,16,8,6,28,6,6,6,6,6,6
10630,0,0,0,0,0,0,0,0,0,0
10631,0,0,0,0,0,0,0,0,0,0
10632,0,0,0,18,0,0,0,0,0,0
10633,0,0,0,0,0,0,0,0,0,0
10634,0,0,0,0,0,0,0,0,0,0
10635,0,0,0,0,0,0,0,0,0,0
10636,13,32,0,10,17,20,0,8,0,0
10637,0,0,0,0,0,0,0,0,0,0
10638,0,0,0,0,0,0,0,0,0,0
10639,0,0,0,0,7,0,0,0,0,0
10640,0,0,0,0,0,0,0,0,0,0
10641,0,0,0,0,0,0,0,0,0,0
10642,0,0,0,0,0,0,0,0,0,0
10643,0,0,0,0,0,0,0,0,0,0
10644,17,0,0,0,32,0,20,0,0,0
10645,0,0,0,0,0,0,0,0,0,0
10646,0,0,0,0,0,0,0,0,0,0
10647,0,16,52,0,0,25,0,19,15,0
10648,0,0,0,0,0,0,0,0,0,0
10649,25,25,25,25,25,25,25,25,25,25
10650,0,0,0,15,0,0,0,0,0,0
10651,0,0,0,0,0,0,0,0,0,0
10652,0,0,0,0,0,0,0,0,0,0
10653,0,0,0,0,0,0,0,0,0,0
10654,0,0,0,20,0,26,0,0,13,0
10655,0,23,0,19,0,0,16,0,9,0
10656,11,11,11,11,11,11,11,11,11,11
10657,0,22,0,8,0,0,42,16,0,17
10658,0,0,0,0,0,0,0,0,0,13
10659,0,0,0,0,0,0,0,0,0,0
10660,0,0,0,0,0,0,0,0,0,0
10661,0,0,0,0,0,0,0,0,0,10
10662,0,0,0,0,0,0,0,0,0,0
10663,0,0,0,0,0,0,0,0,0,0
10664,0,0,0,0,0,0,0,0,0,0
10665,0,16,0,0,0,0,11,15,0,42
10666,0,0,0,18,14,23,0,0,0,0
10667,0,0,0,0,0,0,0,26,0,0
10668,0,0,42,0,16,0,15,0,0,0
10669,0,6,0,0,0,0,12,0,0,0
10670,0,0,0,0,0,21,0,0,25,0
10671,16,0,0,22,20,0,0,22,0,0
10672,0,0,0,0,0,0,0,0,0,0
10673,9,9,9,9,9,9,9,9,9,9
10674,0,0,0,0,0,0,0,0,0,0
10675,0,0,0,0,0,0,0,0,0,31
10676,7,0,0,14,0,11,0,0,16,0
10677,0,0,0,0,0,0,0,0,0,0
10678,0,0,0,0,0,0,0,0,0,0
10679,0,12,0,0,0,0,0,0,0,0
10680,0,0,0,0,0,0,0,0,0,0
10681,0,0,0,0,0,0,0,0,0,0
10682,0,0,3,0,0,25,0,0,0,0
10683,0,0,0,0,0,0,0,0,0,0
10684,0,13,0,0,0,0,0,0,0,0
10685,0,0,0,0,0,0,0,0,0,16
10686,0,0,0,0,0,0,0,0,13,0
10687,0,0,0,0,0,0,0,20,0,0
10688,0,0,0,0,0,0,0,0,0,0
10689,0,0,0,0,0,0,0,0,0,22
10690,0,0,0,0,0,0,0,0,0,0
10691,0,16,0,0,0,0,28,11,0,0
10692,0,0,0,0,0,0,0,0,0,0
10693,0,0,0,0,0,0,0,0,0,0
10694,1,1,1,1,1,1,1,1,1,1
10695,0,21,0,0,0,0,0,0,0,0
10696,0,0,0,0,0,0,0,0,0,0
10697,19,15,19,12,17,0,0,0,0,0
10698,9,17,37,42,10,8,3,16,29,28
10699,0,0,0,10,0,0,0,0,0,0
10700,0,21,0,0,12,0,0,0,0,0
10701,19,20,0,2,27,30,0,10,0,0
10702,0,0,0,0,0,0,15,0,0,0
10703,24,24,24,24,24,24,24,24,24,24
10704,0,0,6,0,0,0,3,20,0,12
10705,0,0,0,0,0,0,0,0,0,0
10706,0,0,0,0,0,0,0,0,0,0
10707,0,0,0,0,0,0,0,0,0,0
10708,24,24,24,24,24,24,24,24,24,24
10709,13,15,0,0,0,10,0,7,0,25
10710,18,18,18,18,18,18,18,18,18,18
10711,10,10,10,10,10,10,10,10,10,10
10713,17,9,24,23,28,5,20,28,14,10
10714,7,7,7,7,7,7,7,7,7,7
10715,16,15,0,0,0,8,22,52,26,7
10716,0,0,0,0,0,0,0,0,0,0
10717,0,0,0,0,0,0,0,0,0,20
10718,0,0,0,0,0,0,0,0,0,0
10719,0,0,0,0,0,0,0,0,0,0
10720,0,0,0,0,0,0,0,0,0,0
10721,0,0,0,0,0,0,0,0,0,0
10722,20,32,15,9,14,25,24,25,22,43
10723,0,0,0,0,0,0,0,0,0,0
10724,0,0,0,0,0,0,0,0,0,0
10725,9,9,9,9,9,9,9,9,9,9
10726,4,0,13,30,23,0,0,11,19,0
10727,0,10,22,8,20,0,13,16,0,0
10728,0,19,0,23,16,34,8,11,8,0
10729,0,0,0,0,0,31,0,0,0,0
10730,22,22,22,22,22,22,22,22,22,22
10731,18,18,18,18,18,18,18,18,18,18
10732,9,0,0,0,0,0,0,0,0,0
10733,0,6,0,0,0,0,0,0,18,15
10734,0,0,0,0,0,0,0,0,0,0
10735,0,18,22,0,0,0,0,0,0,0
10736,0,0,0,0,14,0,0,0,0,0
10737,17,0,0,18,0,0,0,19,0,0
10738,5,21,22,9,7,18,15,14,0,3
10739,0,0,0,0,0,0,0,0,0,0
10740,0,0,0,0,0,0,0,0,0,0
10741,11,11,11,11,11,11,11,11,11,11
10742,0,0,0,0,0,0,0,0,0,0
10743,0,0,16,0,0,0,0,0,0,0
10744,0,0,0,0,0,0,0,0,0,0
10745,15,0,0,0,16,0,0,0,0,0
10746,0,0,0,0,0,0,0,10,0,0
10747,26,24,25,12,10,10,10,31,27,17
10748,0,34,0,0,0,0,0,0,0,0
10749,10,18,0,0,12,0,0,0,0,0
10750,0,7,9,0,0,0,18,20,11,8
10751,17,0,11,0,0,0,0,0,0,8
10752,20,20,20,20,20,20,20,20,20,20
10753,7,11,0,22,15,20,0,0,0,0
10754,0,0,0,0,0,0,0,18,0,0
10755,0,11,0,0,37,0,9,0,0,0
10756,34,4,8,20,28,15,7,10,20,8
10757,12,0,0,0,0,0,0,0,0,0
10758,0,0,0,0,0,0,0,0,0,0
10759,13,0,0,0,0,5,24,0,7,0
10760,0,0,0,0,0,0,0,0,0,0
10761,0,0,0,0,0,0,0,0,24,0
10762,12,0,0,0,0,8,10,0,16,0
10763,0,29,0,39,22,0,0,0,0,18
10764,10,0,6,12,16,30,34,13,23,31
10765,10,10,10,10,10,10,10,10,10,10
10766,19,19,19,19,19,19,19,19,19,19
10767,0,0,0,0,0,0,0,0,0,0
10768,0,0,0,0,0,0,0,13,13,0
10769,0,0,0,0,0,0,0,0,0,0
10770,0,0,0,0,0,0,0,0,0,0
10771,7,7,7,7,7,7,7,7,7,7
10772,18,0,0,18,9,15,11,27,31,0
10773,0,10,16,0,0,23,0,0,0,0
10774,0,0,0,0,0,0,0,0,0,0
10775,0,12,10,46,0,0,0,0,0,0
10776,6,19,31,11,29,5,16,15,16,11
10778,8,21,20,25,18,5,22,10,17,22
10779,0,0,0,0,0,0,0,16,0,0
10780,0,0,0,0,0,0,0,0,0,0
10781,0,0,0,0,0,20,0,0,0,0
10782,0,0,0,0,0,0,0,0,0,0
10783,0,0,0,25,0,0,10,0,26,0
10784,0,0,14,10,0,0,0,0,0,0
10785,0,0,0,0,0,0,0,20,0,0
10786,27,27,27,27,27,27,27,27,27,27
10787,0,0,0,0,0,0,28,0,0,0
10788,0,0,0,0,0,0,0,0,0,5
10789,0,0,0,0,0,25,12,0,0,0
10790,0,0,0,0,0,0,0,0,0,15
10791,0,0,0,0,0,0,0,0,0,0
10792,17,11,20,0,0,0,0,0,33,10
10793,0,0,0,0,0,0,0,0,0,0
10794,0,0,0,0,0,0,0,0,0,0
10795,0,0,0,0,0,0,0,0,0,0
10796,0,0,0,0,0,0,0,0,0,0
10797,0,0,0,0,0,0,0,0,0,0
10798,41,16,17,17,0,0,0,12,0,0
10799,0,0,0,0,0,0,0,0,0,33
10800,0,0,0,0,0,0,0,0,0,0
10801,0,0,0,0,0,0,0,0,0,0
10802,0,0,0,0,0,0,0,0,0,0
10803,0,0,0,0,0,0,0,0,0,0
10804,0,0,3,21,0,14,6,0,0,0
10805,10,22,5,15,20,9,20,5,22,16
10806,11,0,0,0,0,0,0,0,0,0
10807,0,0,0,11,0,0,0,0,0,0
10808,14,0,0,0,1,0,0,0,0,0
10809,0,0,0,0,0,0,0,0,0,0
10810,0,0,0,0,0,0,19,0,0,14
10811,0,0,0,0,0,0,0,0,0,0
10812,6,0,0,0,0,10,12,0,0,10
10813,0,0,0,0,0,0,0,22,0,0
10814,0,0,0,0,0,0,2,0,0,0
10815,21,22,25,0,36,0,19,0,0,4
10816,11,0,19,0,0,0,0,0,0,0
10817,0,28,0,0,0,0,16,0,0,16
10818,0,0,0,20,23,0,25,0,0,0
10819,0,0,0,0,0,0,0,0,0,0
10820,30,30,0,0,0,9,12,0,0,0
10821,0,0,0,0,0,29,0,0,11,0
10822,2,0,0,0,0,0,0,0,0,0
10823,0,0,27,0,0,5,0,0,0,19
10824,0,25,0,0,0,9,29,0,20,0
10825,0,0,0,0,0,0,0,0,0,0
10826,0,0,0,0,16,0,0,0,18,0
10827,20,8,26,22,16,10,0,22,20,9
10828,0,0,0,0,0,0,0,0,0,0
10829,0,0,0,0,0,0,0,0,2,0
10830,0,0,0,0,0,0,0,4,0,0
10831,0,0,15,0,12,0,0,20,0,0
10832,0,0,0,0,0,0,0,0,0,0
10833,0,0,0,0,0,0,0,0,0,0
10834,0,9,13,0,0,21,9,29,33,13
10835,10,12,26,15,25,19,19,23,26,41
10836,0,0,0,0,0,0,0,0,0,6
10837,0,0,0,0,0,0,0,0,0,0
10838,0,0,0,0,0,0,0,0,0,0
10839,0,0,0,0,0,0,0,0,0,0
10840,7,0,26,0,17,0,7,0,17,5
10841,0,0,0,0,0,0,0,0,0,0
10842,15,0,0,0,0,0,0,0,0,0
10843,0,0,0,0,0,0,0,0,0,0
10844,0,0,0,0,0,0,0,0,0,0
10845,0,0,0,0,0,15,0,0,0,0
10846,35,13,7,28,7,18,16,19,15,20
10847,16,13,25,21,16,20,10,11,23,17
10848,0,0,0,0,0,0,0,0,0,0
10849,18,24,17,29,8,20,0,0,19,18
10850,0,0,0,0,0,0,0,0,0,0
10851,34,26,15,25,14,10,15,14,22,19
10852,6,0,0,0,0,0,0,0,0,0
10853,0,0,0,0,0,0,0,0,0,0
10854,0,0,0,0,0,22,18,0,0,0
10855,0,0,0,0,0,0,0,0,0,0
10856,0,0,0,6,0,0,0,0,0,0
10857,0,0,0,0,0,9,0,0,0,0
10858,0,0,0,0,0,0,0,0,0,0
10860,0,8,0,0,12,0,0,0,25,18
20001,0,0,0,0,0,0,0,0,0,0
20002,0,0,0,0,0,0,0,0,0,0
20003,8,0,0,0,0,0,0,0,0,0
20004,0,0,0,0,0,0,0,13,0,0
20005,0,0,0,0,0,0,0,0,0,0
20006,0,0,0,0,0,0,0,0,0,0
20007,25,0,0,11,8,9,0,19,18,0
20008,0,0,0,0,0,0,0,0,0,0
20009,0,0,18,6,0,0,0,18,0,0
20010,0,0,0,0,0,0,0,0,0,0
20011,15,0,0,0,0,0,0,0,13,0
20012,30,30,30,30,30,30,30,30,30,30
20013,5,5,5,5,5,5,5,5,5,5
20014,0,0,0,0,0,0,0,0,0,0
20015,0,0,0,0,0,0,0,0,0,0
20016,0,0,0,0,0,0,0,0,0,0
20017,12,12,12,12,12,12,16,12,12,12
20018,0,0,0,0,0,0,0,0,0,0
20019,0,0,0,0,0,0,0,0,0,0
20020,11,11,11,11,11,11,11,11,11,11
20021,0,0,3,0,0,0,0,0,0,0
20022,0,0,0,0,0,0,0,0,0,0
20023,0,0,0,0,0,0,0,0,0,0
20024,15,15,15,15,15,15,15,15,15,15
20025,0,0,16,0,0,0,0,0,0,0
20026,0,0,0,0,0,0,0,0,0,0
20027,2,10,2,2,2,2,2,2,2,2
20028,0,0,0,0,4,0,16,0,0,14
20029,0,0,0,0,0,0,0,0,0,0
20030,0,0,0,0,0,0,0,0,0,0
20031,18,18,18,18,18,18,18,18,18,18
20032,0,0,0,0,0,0,0,0,0,0
20033,17,17,17,17,17,17,17,17,17,17
20034,0,0,0,0,0,0,0,0,0,0
20035,7,7,7,7,7,7,7,7,7,7
20036,0,0,11,0,0,0,0,0,0,0
20037,2,2,2,2,2,2,2,2,2,2
20038,0,0,0,0,0,0,0,0,0,0
20039,0,0,0,0,0,0,0,0,0,0
20040,0,0,0,0,0,0,0,0,0,0
20041,0,0,0,0,0,0,0,0,0,0
20043,10,10,10,10,10,10,10,10,10,10
20044,0,0,0,0,0,0,0,0,0,0
20045,0,0,0,0,0,0,0,0,0,0
20046,0,0,0,0,0,0,0,0,0,0
20048,16,16,16,16,16,16,16,16,16,16
20049,0,0,0,0,0,0,0,0,0,0
20050,0,0,0,0,0,0,0,0,0,0
20051,0,0,0,0,0,0,0,0,0,0
20052,0,0,0,0,0,0,0,0,0,0
20053,0,0,0,0,0,0,0,0,0,0
20054,28,28,28,28,28,28,28,28,28,28
20055,30,0,17,34,26,21,0,4,32,9
40001,10,10,10,10,10,10,10,10,10,10
40002,0,0,14,0,4,8,18,4,13,9
40003,0,0,0,0,0,0,0,0,0,0
40004,30,30,30,30,30,30,30,30,30,30
40005,28,0,0,0,0,0,11,0,0,0
40006,13,0,0,0,0,0,0,0,13,0
40007,13,8,26,17,21,18,50,24,13,16
40008,0,0,0,0,0,0,0,0,0,0
40009,0,5,0,0,0,0,0,0,0,0
40010,30,11,0,9,19,23,13,25,10,18
40011,0,0,0,0,0,0,0,0,0,0
40012,24,10,0,11,0,22,0,0,0,19
40013,0,0,15,0,28,0,0,0,0,16
40014,18,0,0,0,0,0,0,9,0,0
40015,0,0,0,0,0,0,0,0,0,0
40016,0,0,0,0,0,0,0,0,0,0
40017,0,0,0,0,0,0,0,0,0,0
40018,0,0,0,10,0,7,0,25,0,0
40019,14,14,14,14,14,14,14,14,14,14
40020,0,0,0,0,0,0,0,0,0,0
40021,0,0,0,0,0,0,0,0,0,0
40022,0,0,0,0,0,22,0,0,0,18
40023,22,17,10,25,21,12,21,10,12,10
40024,0,6,0,24,0,12,0,12,0,0
40025,17,17,17,17,17,17,17,17,17,17
40026,0,0,0,0,0,0,0,0,0,0
40027,0,17,0,0,0,0,0,0,0,0
40028,0,0,0,0,12,0,0,0,0,8
40029,0,0,0,15,0,0,29,0,15,0
40030,0,0,0,0,0,0,0,0,0,0
40031,5,0,33,0,0,23,0,0,0,18
40032,0,0,0,0,0,0,0,0,0,0
40033,0,0,0,0,33,0,15,0,16,28
40034,0,0,0,0,0,0,0,0,0,0
40035,12,7,9,14,9,5,11,14,21,19
40036,0,0,0,0,0,0,0,0,0,0
40037,0,0,0,0,0,0,0,0,0,0
40038,0,0,0,0,0,0,0,0,0,0
40039,0,0,0,0,0,0,0,0,0,0
40040,0,0,0,0,0,0,0,0,0,0
40041,0,15,16,0,0,0,12,0,0,0
40042,0,0,0,0,0,0,0,0,0,0
40043,13,13,13,13,13,13,13,13,13,13
40044,17,17,17,17,17,17,17,17,17,17
40045,0,0,0,0,0,0,0,0,0,0
40046,0,0,0,0,0,0,0,0,0,0
40047,0,17,0,0,0,25,0,0,0,0
40048,0,0,0,0,0,0,0,0,0,0
40049,0,0,0,0,0,0,0,0,0,0
40050,0,0,0,0,0,0,0,0,0,0
40051,0,0,0,0,0,0,0,0,0,0
40052,16,0,13,0,15,0,0,0,0,0
40053,0,0,0,0,0,0,0,0,0,0
40054,0,0,0,0,0,0,0,0,0,0
40055,0,0,0,0,0,0,0,0,0,0
40056,0,0,0,0,0,0,0,0,0,0
40057,0,28,0,0,0,0,19,0,0,9
40058,0,0,0,0,0,0,0,0,0,0
40059,0,13,0,0,0,0,0,0,0,0
40060,0,0,0,0,0,0,0,0,0,0
40061,10,10,10,10,10,10,10,10,10,10
40062,7,7,7,7,7,7,7,7,7,7
40063,0,0,0,16,0,6,21,0,0,27
40064,28,0,0,22,16,20,0,0,0,0
40065,0,0,0,0,0,0,0,0,0,0
40066,26,0,12,20,0,13,0,16,5,22
40067,24,29,0,26,13,14,0,12,0,11
40068,0,0,0,0,0,0,0,0,0,0
40069,0,9,4,0,0,22,15,0,6,9
40070,0,0,0,0,0,0,0,12,0,0
40071,0,0,11,0,0,0,0,12,25,0
40072,0,0,0,0,0,0,0,0,0,0
40073,0,0,0,0,0,0,0,0,0,18
40074,25,0,15,11,12,0,18,2,18,35
40075,0,0,0,0,0,0,0,0,0,0
40076,0,0,0,19,0,0,0,0,0,0
40077,26,0,0,16,0,0,0,0,0,32
40078,0,0,0,0,0,0,0,0,0,0
40079,0,0,0,0,0,0,0,0,0,0
40080,0,0,0,0,0,0,0,0,31,0
40081,12,0,0,0,0,0,0,0,0,0
40082,9,10,0,0,0,13,18,0,16,16
40083,0,0,19,39,0,0,29,0,14,0
40084,0,0,0,0,0,0,0,0,0,0
40085,24,16,11,12,7,15,13,28,19,9
40086,2,3,10,5,11,13,0,5,0,14
40087,0,14,0,0,17,0,0,0,0,0
40088,0,0,0,0,0,0,3,0,0,0
40089,0,14,0,26,0,9,17,0,10,24
40090,0,0,0,0,0,0,0,0,0,0
40091,0,0,4,0,0,20,11,0,8,0
40092,0,11,0,0,28,12,3,26,11,21
40093,0,0,0,0,0,0,0,9,0,6
40094,0,0,0,0,0,0,0,0,0,0
40095,8,27,16,0,13,22,24,0,0,8
40096,0,0,0,0,0,0,0,12,0,0
40097,3,10,0,0,0,0,21,20,38,0
40098,11,15,0,5,19,0,0,0,7,17
40099,10,0,22,17,0,0,10,7,7,19
40100,0,0,0,22,0,0,0,0,0,0
40101,4,0,0,0,0,0,11,0,0,0
40102,0,0,0,25,0,0,0,10,0,13
40103,9,24,0,25,0,8,5,0,10,22
40104,0,0,0,0,0,0,0,0,0,0
40105,0,0,0,0,12,0,0,16,0,0
40106,0,0,0,0,0,0,0,0,0,0
40108,0,0,0,0,10,0,0,0,0,0
40109,0,0,0,0,0,0,0,0,0,0
40110,0,0,0,0,0,0,0,0,0,0
40111,22,0,0,13,13,31,0,0,0,0
40112,20,19,0,14,0,17,0,0,14,26
40113,0,0,0,0,0,0,0,0,0,0
40114,0,0,0,0,0,0,0,0,0,0
40115,0,0,0,0,0,0,0,0,0,0
40116,0,0,15,0,0,0,0,0,0,0
40117,0,0,0,0,0,0,0,0,0,0
40118,3,3,3,3,3,3,3,3,3,3
40119,17,17,17,17,17,17,17,17,17,17
40120,25,25,25,25,25,25,25,25,25,25
40121,0,6,12,17,7,7,18,19,17,14
40122,3,0,0,0,0,0,0,0,0,0
40123,0,0,0,0,0,9,12,0,0,0
40124,9,17,25,19,0,20,23,25,28,11
40125,0,8,0,0,18,0,26,0,18,0
40126,0,0,0,0,0,0,0,4,0,0
40127,0,0,0,0,0,0,0,0,0,0
40128,0,0,0,0,0,0,0,0,32,0
40129,0,0,0,0,21,19,0,21,28,0
40130,0,0,0,0,0,0,19,22,0,0
40131,0,0,0,0,3,0,22,10,0,0
40132,0,0,0,0,0,0,0,0,0,0
40133,0,0,0,0,0,0,0,0,0,0
40134,12,12,12,12,18,12,12,12,12,12
40135,0,0,15,17,0,9,19,13,0,14
40136,12,17,8,24,11,5,4,0,16,17
40137,0,0,0,0,0,0,0,0,0,0
40138,9,12,34,9,0,20,9,5,12,16
40139,0,19,0,10,0,0,8,0,0,0
40140,0,0,0,0,20,0,0,0,0,7
40141,0,0,0,0,0,0,0,0,0,0
40142,0,0,0,0,0,0,0,11,0,0
40143,21,4,17,0,10,6,7,9,10,18
40144,23,23,23,23,23,23,23,23,23,23
40145,30,15,9,7,0,14,23,12,0,8
40146,0,0,0,0,0,0,0,0,0,0
40147,0,0,0,0,0,0,0,0,0,0
40148,18,18,18,18,18,18,18,18,18,18
40149,0,0,0,0,0,0,0,0,0,0
40150,19,0,0,36,0,0,0,0,0,0
40151,0,0,0,0,0,25,0,0,0,7
40152,15,9,27,10,0,26,14,15,10,0
40153,0,0,0,0,0,0,0,0,0,0
40154,0,0,15,0,7,0,0,0,0,0
40155,0,7,0,12,0,0,0,19,0,0
40156,0,0,10,0,0,0,0,0,0,14
40157,0,0,0,25,19,0,4,0,18,18
40158,0,0,0,0,0,0,0,0,0,0
40159,18,0,0,9,20,0,9,12,12,0
40161,10,0,13,0,12,0,13,0,0,12
40162,0,0,0,0,0,0,0,0,0,0
40163,3,22,0,0,0,0,12,0,13,18
40164,0,11,7,0,20,0,0,7,0,0
40165,16,12,22,10,0,0,0,0,0,13
40166,0,0,0,0,0,0,0,0,0,0
40168,0,0,0,0,0,0,0,0,0,0
40169,0,0,0,29,0,0,0,0,0,0
40170,14,0,41,6,0,0,36,40,6,6
40171,0,0,27,0,0,0,0,0,0,0
40172,0,0,0,0,0,0,0,0,0,0
40173,0,0,0,0,22,0,0,15,20,0
40174,0,0,0,0,0,0,0,0,0,0
40175,0,0,0,0,19,0,0,0,0,0
40176,0,0,0,0,0,0,0,0,0,0
40177,0,0,0,0,0,0,0,0,0,0
40178,0,0,0,0,0,0,0,0,0,0
40179,0,13,0,0,0,23,0,0,0,0
40180,0,0,0,0,0,0,0,0,0,0
40181,0,0,10,13,0,10,0,0,0,0
40183,0,0,0,0,0,0,0,0,0,0
40184,0,0,0,0,0,0,0,0,0,0
40185,2,0,0,0,0,9,0,0,0,0
40186,21,13,0,0,0,0,0,0,10,0
40187,0,0,0,0,0,0,0,0,0,0
40188,9,0,19,0,0,0,22,23,0,0
40189,0,0,0,0,0,0,0,0,0,0
40190,0,0,0,0,0,0,0,0,0,0
40191,9,27,0,10,10,0,19,0,0,0
40192,0,0,0,0,0,0,0,0,0,0
40193,11,11,11,11,11,11,11,11,11,11
40194,0,0,0,0,0,0,11,0,0,0
40195,0,0,0,0,0,0,0,0,0,0
40196,0,15,25,0,25,0,0,0,28,0
40197,17,17,17,17,17,17,17,17,17,17
40198,4,0,0,0,0,0,0,0,0,0
40199,16,33,14,13,14,31,17,24,21,19
40200,0,0,0,0,0,0,0,0,0,0
40201,0,0,0,0,0,0,0,0,0,0
40202,0,0,0,0,0,0,0,0,0,0
40203,22,7,0,10,0,16,4,17,10,8
40204,0,0,0,0,0,0,0,0,0,0
40205,0,0,0,0,0,0,0,0,0,0
40206,0,0,0,0,0,0,0,0,0,0
40207,0,0,20,0,0,0,0,0,23,0
40208,37,37,37,37,37,37,37,37,37,37
40209,0,0,0,0,0,0,0,0,0,0
40210,0,27,0,0,6,0,0,0,0,0
40211,0,0,0,0,0,0,0,0,0,0
40212,0,0,0,0,0,0,0,0,0,0
40213,0,0,0,8,4,0,0,13,27,0
40214,28,0,0,27,0,0,0,20,12,0
40215,0,0,0,0,0,0,0,0,0,0
40216,0,0,10,0,0,0,0,18,0,0
40217,0,20,0,0,17,8,10,0,12,0
40218,8,8,18,17,18,26,18,15,14,14
40219,15,0,42,17,0,10,44,20,22,0
40220,30,30,30,30,30,30,30,30,30,30
40221,27,15,2,5,17,17,6,17,5,0
40222,0,0,46,0,7,0,0,16,15,6
40223,19,8,19,0,13,14,21,7,13,0
40224,0,0,18,0,0,0,0,0,0,18
40225,0,19,33,0,0,0,25,0,11,19
40226,0,0,0,0,0,0,0,0,0,0
40227,0,0,11,0,6,12,0,0,4,0
40228,0,0,0,0,0,0,0,0,0,0
40229,0,0,0,0,0,0,0,0,0,0
40230,23,23,17,37,10,0,21,18,17,28
40231,26,26,26,26,26,26,26,26,26,26
40232,0,0,0,0,0,0,0,0,0,0
40233,0,0,0,0,0,0,0,0,0,0
40234,0,0,0,0,0,0,0,0,0,0
40235,4,4,4,4,4,4,4,4,4,4
40236,0,0,0,0,0,0,0,0,0,0
40237,0,0,0,0,0,0,0,0,0,0
40238,11,41,7,21,5,30,21,15,30,28
40239,24,0,0,16,0,0,25,9,13,20
40240,27,0,0,0,0,0,0,0,0,0
40241,12,12,12,12,12,12,12,12,12,12
40242,0,0,0,0,0,0,0,0,2,0
40243,14,14,14,14,14,14,14,14,14,14
40244,0,0,0,0,0,0,0,0,0,0
40245,0,0,0,0,0,0,19,0,0,0
40246,3,9,13,0,6,19,4,31,7,8
40247,27,27,27,27,27,27,27,27,27,27
40248,0,0,0,0,0,0,0,9,0,22
40249,0,0,0,0,0,0,0,0,0,0
40250,0,22,0,0,0,0,0,0,0,0
40251,0,0,0,0,0,0,0,0,0,0
40252,0,0,0,8,0,0,0,0,0,0
40253,13,0,13,0,0,0,0,27,0,0
40254,15,0,0,31,0,0,0,0,0,0
40255,17,0,0,10,0,0,6,9,16,0
40256,26,17,17,20,0,22,7,24,32,8
40257,21,0,0,0,0,0,0,11,0,0
40258,0,0,24,9,0,0,13,0,10,0
40259,0,0,0,0,0,0,0,0,0,0
40260,0,0,0,0,0,0,0,0,0,0
40261,16,16,16,16,16,16,16,16,16,16
40262,0,22,13,20,23,21,21,20,14,7
40263,24,9,0,0,17,25,0,0,0,0
40264,0,0,0,0,0,0,0,17,0,0
40265,15,26,0,0,0,0,8,0,0,0
40266,0,0,0,0,0,0,0,0,0,0
40267,27,0,0,14,8,17,0,24,25,0
40268,0,0,0,0,0,0,0,0,0,0
40269,1,1,1,1,1,1,1,1,1,1
40270,0,0,0,14,0,0,0,0,0,0
40271,0,0,0,0,0,0,0,0,0,0
40272,19,9,15,29,11,30,21,5,9,21
40273,0,11,0,0,16,0,0,0,8,0
40274,16,16,16,16,16,16,16,16,16,16
40275,0,0,0,0,0,0,0,0,0,0
40276,0,0,0,0,7,0,0,0,0,0
40277,0,0,0,0,0,0,0,0,0,0
40278,16,0,0,0,0,0,0,0,0,17
40279,12,12,12,12,12,12,12,12,12,12
40280,0,9,0,0,0,0,0,0,0,0
40281,15,10,11,14,14,0,14,0,5,6
40282,0,0,0,0,0,29,5,0,26,0
40283,0,11,0,0,0,0,0,0,0,0
40284,0,0,0,0,0,0,0,0,0,0
40285,0,0,0,0,0,0,0,0,0,0
40286,17,17,17,17,17,17,17,17,17,17
40287,11,23,9,38,12,27,15,18,19,24
40288,0,0,0,0,0,0,0,0,0,0
40289,21,21,21,21,21,21,21,21,21,21
40290,0,0,0,0,0,0,0,0,0,0
40291,0,0,0,0,0,0,0,0,0,0
40292,0,0,0,0,0,0,0,0,0,0
40293,0,0,0,0,0,0,0,0,0,0
40294,0,0,0,0,0,0,17,0,0,0
40295,0,0,0,0,0,0,12,0,0,0
40296,0,0,0,0,0,0,0,0,0,0
40297,0,0,0,0,0,0,0,0,0,0
40298,0,0,0,0,29,0,0,0,0,0
40299,0,0,0,14,6,45,8,0,5,20
40300,0,0,0,0,0,0,0,0,0,0
40301,0,0,0,0,16,0,0,0,18,21
40302,0,0,0,0,0,0,0,0,0,0
40303,0,0,0,0,0,0,0,0,30,0
40304,7,0,0,26,23,0,7,19,19,0
40305,0,0,0,0,0,0,0,0,0,0
40306,0,0,15,0,12,17,18,8,28,16
